Location = Location,Headquarters = Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Easy Apply,Rating range,Found year range,Senior,Competitors,Compare to avg salary 62k
"Location = Santa Monica, CA","Headquarters = San Mateo, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",201 to 500 employees,Company - Private,Banks & Credit Unions,Finance,-1,Easy Apply,Rate[4.5-5.0],Founded 2010-2014,IsSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",201 to 500 employees,Company - Private,Banks & Credit Unions,Finance,-1,Easy Apply,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",201 to 500 employees,Company - Private,Banks & Credit Unions,Finance,-1,Easy Apply,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Menlo Park, CA","Headquarters = Menlo Park, CA",501 to 1000 employees,Company - Private,Brokerage Services,Finance,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Philadelphia, PA","Headquarters = Philadelphia, PA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = San Diego, CA","Headquarters = San Diego, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = San Jose, CA","Headquarters = Irving, TX",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",501 to 1000 employees,Company - Private,Internet,Information Technology,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Irving, TX","Headquarters = Irving, TX",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = New York, NY",501 to 1000 employees,Company - Private,Research & Development,Business Services,-1,-1,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,"Signifyd, Forter",salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",501 to 1000 employees,Company - Private,Research & Development,Business Services,-1,-1,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,"Signifyd, Forter",salary_lower_than_avg
"Location = Austin, TX","Headquarters = Austin, TX",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),-1,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = Sunnyvale, CA","Headquarters = North Chicago, IL",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 2010-2014,IsNotSenior,"Amgen, Baxter, Bristol Myers Squibb",salary_higher_than_avg
"Location = Boulder, CO","Headquarters = Boulder, CO",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,Rate[3.5-3.9],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = Sunnyvale, CA","Headquarters = North Chicago, IL",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 2010-2014,IsNotSenior,"Amgen, Baxter, Bristol Myers Squibb",salary_higher_than_avg
"Location = Venice, CA","Headquarters = Venice, CA",201 to 500 employees,Company - Private,Internet,Information Technology,-1,-1,Rate[3.5-3.9],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Venice, CA","Headquarters = Venice, CA",201 to 500 employees,Company - Private,Internet,Information Technology,-1,-1,Rate[3.5-3.9],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = Dallas, TX","Headquarters = Dallas, TX",201 to 500 employees,Company - Private,Financial Transaction Processing,Finance,$50 to $100 million (USD),-1,Rate[3.5-3.9],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care,-1,-1,Rate[3.5-3.9],Founded 2010-2014,IsNotSenior,"Honor, HomeHero",salary_lower_than_avg
"Location = Chicago, IL","Headquarters = San Francisco, CA",1001 to 5000 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),-1,Rate[3.5-3.9],Founded 2010-2014,IsSenior,-1,salary_higher_than_avg
"Location = Chicago, IL","Headquarters = San Francisco, CA",1001 to 5000 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),-1,Rate[3.5-3.9],Founded 2010-2014,IsSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",1001 to 5000 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),-1,Rate[3.5-3.9],Founded 2010-2014,IsSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,Rate[3.0-3.4],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,Rate[3.0-3.4],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = New York, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,Rate[3.0-3.4],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = Philadelphia, PA","Headquarters = Philadelphia, PA",1001 to 5000 employees,Company - Private,Express Delivery Services,Transportation & Logistics,-1,-1,Rate[3.0-3.4],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = New York, NY",201 to 500 employees,Company - Private,Internet,Information Technology,-1,-1,Rate[3.0-3.4],Founded 2010-2014,IsNotSenior,"Hired, Indeed, AngelList",salary_higher_than_avg
"Location = Santa Monica, CA","Headquarters = Santa Monica, CA",201 to 500 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,-1,-1,Rate[3.0-3.4],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = Lakewood, CO","Headquarters = Jacksonville, FL",5001 to 10000 employees,Company - Public,IT Services,Information Technology,Less than $1 million (USD),-1,Rate[2.5-2.9,Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Pico Rivera, CA","Headquarters = San Clemente, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[2.5-2.9,Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Chicago, IL","Headquarters = Pittsburgh, PA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,-1,-1,Rate[2.5-2.9,Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Hermosa Beach, CA","Headquarters = Hermosa Beach, CA",1 to 50 employees,Self-employed,Staffing & Outsourcing,Business Services,-1,-1,-1,Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Los Angeles, CA","Headquarters = Canoga Park, CA",1 to 50 employees,Company - Public,-1,-1,Less than $1 million (USD),-1,-1,Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",51 to 200 employees,Company - Private,Research & Development,Business Services,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsSenior,-1,salary_lower_than_avg
"Location = Chicago, IL","Headquarters = Lincolnshire, IL",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Easy Apply,Rate[4.5-5.0],Founded 2010-2014,IsSenior,-1,salary_higher_than_avg
"Location = Seattle, WA","Headquarters = Irving, TX",1 to 50 employees,Nonprofit Organization,IT Services,Information Technology,$5 to $10 million (USD),-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Easy Apply,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",51 to 200 employees,Company - Public,Lending,Finance,-1,-1,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Stafford, TX","Headquarters = Stafford, TX",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = San Mateo, CA","Headquarters = San Mateo, CA",201 to 500 employees,Company - Private,Lending,Finance,-1,Easy Apply,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Indianapolis, IN","Headquarters = Indianapolis, IN",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = Haworth, NJ","Headquarters = Dover, DE",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,-1,-1,Rate[4.0-4.4],Founded 2010-2014,IsSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",501 to 1000 employees,Company - Private,Internet,Information Technology,-1,Easy Apply,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = New York, NY",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1,-1,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = San Mateo, CA","Headquarters = San Mateo, CA",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1,-1,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,"Amazon, Google, Microsoft",salary_higher_than_avg
"Location = San Mateo, CA","Headquarters = Palo Alto, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,Rate[4.0-4.4],Founded 2010-2014,IsSenior,"Redis Labs, GridGain",salary_higher_than_avg
"Location = San Mateo, CA","Headquarters = San Mateo, CA",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1,-1,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,"Amazon, Google, Microsoft",salary_higher_than_avg
"Location = Paoli, PA","Headquarters = Audubon, PA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = Santa Clara, CA","Headquarters = Sunnyvale, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,Rate[4.0-4.4],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",1001 to 5000 employees,Company - Public,"Health, Beauty, & Fitness",Consumer Services,-1,Easy Apply,Rate[3.5-3.9],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",1001 to 5000 employees,Company - Public,"Health, Beauty, & Fitness",Consumer Services,-1,-1,Rate[3.5-3.9],Founded 2010-2014,IsSenior,-1,salary_lower_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,-1,Easy Apply,Rate[3.5-3.9],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Chicago, IL","Headquarters = Chicago, IL",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,Rate[3.5-3.9],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,-1,-1,Rate[3.5-3.9],Founded 2010-2014,IsNotSenior,"Paxata, Datameer, Informatica",salary_higher_than_avg
"Location = Columbus, OH","Headquarters = Columbus, OH",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1,-1,Rate[3.5-3.9],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = Denver, CO","Headquarters = Denver, CO",501 to 1000 employees,Company - Private,Internet,Information Technology,-1,Easy Apply,Rate[3.5-3.9],Founded 2010-2014,IsSenior,"Checkout 51, RetailMeNot, shopkick",salary_higher_than_avg
"Location = South San Francisco, CA","Headquarters = Iselin, NJ",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,Rate[3.0-3.4],Founded 2010-2014,IsNotSenior,"Mu Sigma, ZS Associates, Fractal",salary_lower_than_avg
"Location = Dallas, TX","Headquarters = Flower Mound, TX",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,Rate[3.0-3.4],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Houston, TX","Headquarters = El Segundo, CA",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,-1,-1,Rate[3.0-3.4],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = El Segundo, CA","Headquarters = El Segundo, CA",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,-1,-1,Rate[3.0-3.4],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Austin, TX","Headquarters = Toronto, Canada",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,Rate[3.0-3.4],Founded 2010-2014,IsNotSenior,Bloomreach,salary_lower_than_avg
"Location = Los Angeles, CA","Headquarters = Los Angeles, CA",201 to 500 employees,Company - Private,Other Retail Stores,Retail,-1,-1,Rate[2.0-2.4],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Glendale, CA","Headquarters = Glendale, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Pittsburgh, PA",201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = Jersey City, NJ","Headquarters = North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Redwood City, CA","Headquarters = Redwood City, CA",201 to 500 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = San Jose, CA","Headquarters = San Jose, CA",1001 to 5000 employees,Company - Public,IT Services,Information Technology,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsSenior,-1,salary_higher_than_avg
"Location = Woodridge, IL","Headquarters = San Francisco, CA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = Jersey City, NJ","Headquarters = North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = Chicago, IL","Headquarters = Chicago, IL",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,LinkedIn,salary_higher_than_avg
"Location = New York, NY","Headquarters = Troy, MI",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Horsham, PA","Headquarters = Mc Lean, VA",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_higher_than_avg
"Location = Horsham, PA","Headquarters = Mc Lean, VA",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = Horsham, PA","Headquarters = Mc Lean, VA",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
"Location = Salt Lake City, UT","Headquarters = Sugar Land, TX",51 to 200 employees,Company - Private,-1,-1,-1,-1,Rate[4.5-5.0],Founded 2010-2014,IsNotSenior,-1,salary_lower_than_avg
